text,author,is_ai
"paused in hopes of an answer: but his companion was not disposed to make any; and Elizabeth at that instant moving towards them, he was struck with the notion of doing a very gallant thing, and called out to her,-- “My dear Miss Eliza, why are not you dancing? Mr. Darcy, you must allow me to present this young lady to you as a very desirable partner. You cannot refuse to dance, I am sure, when so much beauty is before you.” And, taking her hand, he would have given it to Mr. Darcy, who, though extremely surprised, was not unwilling to receive it, when she instantly drew back, and said with some discomposure to Sir William,-- “Indeed, sir, I have not the least intention of dancing. I entreat you not to suppose that I moved this way in order to beg for a partner.” Mr. Darcy, with grave propriety, requested to be allowed the honour of her hand, but in vain. Elizabeth was determined; nor did Sir William at all shake her purpose by his attempt at persuasion. “You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you;",Jane Austen,0
"Miss Eleanor Finch was, it must be confessed, possessed of a certain vivacity. Her early pronouncements at assemblies, concerning the lamentable state of the circulating library and the egregious lack of eligible bachelors in the county, had raised a few eyebrows. Yet, these were merely the effervescence of youth, a slight pertness easily forgiven, and indeed, rather amusing. 

It was when Mr. Dorrington, a man of considerable fortune and even more considerable solemnity, finally declared his affections that Eleanor’s true character shone. He spoke, of course, with all the requisite gravity, detailing his esteem and anticipating a future of comfortable domesticity. Eleanor, however, did not blush and flutter as propriety demanded. 

“Sir,” she replied, her voice remarkably steady, “I am flattered, truly. But comfort, while desirable, is not the sole aim of a woman’s existence. I require…sympathy. A meeting of minds. Do you, Mr. Dorrington, possess a mind *worth* meeting?” 

The colour drained from his face. He had anticipated gratitude, acquiescence, perhaps a delicate sigh. Not this. Not a direct challenge to his intellectual capacity. The silence stretched, thick and uncomfortable, a testament to Eleanor’s unexpected fortitude.",Jane Austen,1
"Now, I reckon a fella gets himself into scrapes, same as a hound dog finds ticks. This particular scrape commenced with Mrs. Abernathy’s peach preserves. Fine preserves, mind you, but a body can only admire so many jars before a certain…acquisition instinct kicks in. And I, well, I’m built for admiration, and subsequent borrowing.

It wasn’t the preserves themselves, not exactly. It was the *hanging around*. I was suited to that widow’s place, see? Quiet, respectable, a listening ear for her tales of departed husbands and prize-winning pumpkins. But she got to thinking I listened *too* much. Said a man with my talents – and she did use that word, “talents,” bless her – ought to be *earning* his keep, not sampling her fruit and offering opinions on the weather.

She told me, plain as a church bell, that my presence was “unsettling.” Unsettling! As if a bit of polite conversation could unsettle a woman who’d weathered forty winters and a hailstorm that near took the roof off. 

Next thing I knew, the constable had a hand on my shoulder and I was cooling my heels in a cell. Perfectly comfortable, truth be told. A man needs a bit of peace and quiet now and then, and jail, surprisingly, provides it.",Mark Twain,1
"The river, she was a-rollin’ along like a contented hog in the mud, and the raft, well, the raft was lookin’ mighty little ways off now. Close enough to smell the fish we’d be catchin’, close enough to hear old Jim’s stories, which, truth be told, were mostly tall tales and ramblings ‘bout signs and superstitions. But close enough for comfort, all the same.

Old man turned to me, squintin’ like a crawfish in the sun. He had a way of lookin’ *through* a body, not *at* ‘em. “Boy,” he says, slow and deliberate, like he was weighin’ every syllable, “that’s a lie. What *is* the matter with your pap? Answer up square now, and it’ll be the better fo’. Don’t try to spin me no yarns, see? I ain’t got the patience for it.”

I swallowed hard. Pap… well, Pap was a complicated sort. A fella could write a whole book ‘bout the trouble with Pap, and still not get to the bottom of it. But the old man wanted a straight answer, and a boy learns quick enough that a straight answer, even a painful one, is often the least troublesome path.",Mark Twain,1
"The matter was, quite simply, Mr. Denny’s return from town. A point of some consequence to the Bennet household, as his conveyance held the promised ribbons for Miss Mary, and a new shade of muslin much desired by Miss Elizabeth. Lydia, however, possessed a volubility ill-suited to delicate inquiry, and had begun to pepper Mrs. Phillips with questions regarding the precise hour of his anticipated arrival, detailing the potential benefits to each sister with an enthusiasm bordering on the indelicate.

“Lydia, pray!” Miss Jane murmured, a blush rising in her cheeks. Miss Elizabeth seconded the plea with a pointed glance. “Such eagerness is quite unseemly.”

But Mr. Collins, who had been attempting to expound upon the virtues of a particularly robust parsonage garden, was much offended. He laid aside his discourse, deeming it a slight, and declared, with a huff, that a gentleman’s movements were no subject for such frivolous speculation. “To inquire as if Mr. Denny were a post chaise, arriving on a fixed schedule! It is… it is wanting in all propriety!” 

Mrs. Phillips, ever adept at smoothing ruffled feathers, hastened to assure him that Lydia’s youthful exuberance was merely a demonstration of familial affection. Though, privately, she suspected the ribbons held a greater sway over her youngest’s concern.",Jane Austen,1
"Miss Eleanor Ainsworth, though barely turned three and twenty, possessed a composure that belied her years. It was not, however, a natural stoicism, but rather the fruit of a sensibility once too readily engaged. A youthful fancy, indulged with perhaps undue warmth towards a certain Captain Fitzwilliam, had yielded to the sobering influence of time and, more importantly, of reflection. She now understood, with a clarity that brought a gentle melancholy, that first attachments often boast a brilliance exceeding their true substance.

Mr. Thomas Ashworth, a gentleman of quiet fortune and even quieter manners, had entered her life some months past. He lacked the Captain’s dashing air, yet offered a steadiness of character, a kindness of disposition, that resonated with a deeper part of her nature. It was not a passionate whirlwind, but a slow, warming glow. 

And so fervently did she value his remembrance, and prefer him to ever. Not with the breathless excitement of a girl, but with the considered affection of a woman who knew the true worth of a tranquil heart and a dependable hand. A prospect, she allowed herself to think, not entirely devoid of happiness.",Jane Austen,1
"Mrs. Philips, ever eager for intelligence concerning the fortunes of her neighbours, had been questioning Mr. Harding regarding his recent travels. His descriptions of a certain estate, however, initially conveyed little gratification. He spoke of a grand, though somewhat austere, residence, situated amidst parkland of considerable extent, and occupied by a gentleman of reserved habits. 

“Indeed?” she remarked, with a polite, yet faintly disappointed, inclination of the head. “A large house is all very well, but one does hope for a lively company.”

It was only when Mr. Harding, perceiving her lack of enthusiasm, elucidated further – explaining that this Rosings Park belonged to Lady Catherine de Bourgh, a lady of immense wealth and connection, and intimately acquainted with the family of a certain Mr. Darcy – that Mrs. Philips’ countenance brightened considerably. 

A change most palpable! Suddenly, the austere residence became a place of consequence, the reserved gentleman a figure of interest. “Lady Catherine, you say? And connected to the Darcys? Oh, Mr. Harding, you bring most excellent news! Such a connection is…everything.” The prospect of reflected glory, it seemed, possessed a charm far exceeding mere architectural grandeur.",Jane Austen,1
"The arrangements for the evening were, to say the least, precarious. Mama, naturally, had issued invitations with a generosity quite exceeding our means, and yet, one felt compelled to appear as though anticipating a throng. However, a sober assessment of the situation revealed a distinct lack of positive responses. Nobody, I am quite certain, is coming, unless Charlotte Lucas should happen to call in; and I hope *my* dinners are good enough for her. 

It is a delicate matter, you see. To appear neither too eager for company, lest one be thought desperate, nor too indifferent, lest one be deemed ungracious. Mr. Collins, thankfully, remains at Hunsford, and Lady Catherine, though ever a potential visitor, is occupied with the breeding of her favourite pug. 

One cannot help but reflect upon the absurdity of social expectations. To expend such energy upon a supper which may well be consumed by only three – myself, Mama, and, perhaps, Charlotte – feels a trifle foolish. Still, a lady must maintain appearances, and a well-prepared dish, even for a small audience, is a comfort in itself.",Jane Austen,1
"Now, a body gets to recollectin’ things peculiar, don’t they? Especially when a feller’s tryin’ to make a point. Old Man Hemlock was holdin’ forth, see, about the righteousness of his judgment and the failings of human memory. “I remember, I believe,” he declared, puffin’ on that clay pipe of his, “every single detail of that transaction!” 

He went on and on, a regular flood of particulars. I let him ramble, mind you. A man’s gotta pick his spots. He kept sayin’, “Stop and think.” Well, I *did* stop and think. Studied awhile, like a hound dog fixin’ to spring. And I saw my chance, clear as a bell.

Then I says, slow and deliberate, “Well, I see the colored folks go in there several times.” Both of ‘em. Carryin’ bundles, lookin’ right proper. Hemlock, he sputtered like a wet firecracker. Claimed he hadn’t noticed. Said he was focused on the *important* business. 

Important business, indeed. Sometimes a body forgets what’s truly important when they’re too busy polishin’ up their own recollections. A body remembers what a body *sees*, generally. And I saw them colored folks, plain as day.",Mark Twain,1
"I making mine out of the spoon, Tom set to work to think out the coat of arms. By-and-by he said he’d struck so many good ones he didn’t hardly know which to take, but there was one which he reckoned he’d decide on. He says: “On the scutcheon we’ll have a bend _or_ in the dexter base, a saltire _murrey_ in the fess, with a dog, couchant, for common charge, and under his foot a chain embattled, for slavery, with a chevron _vert_ in a chief engrailed, and three invected lines on a field _azure_, with the nombril points rampant on a dancette indented; crest, a runaway nigger, _sable_, with his bundle over his shoulder on a bar sinister; and a couple of gules for supporters, which is you and me; motto, _Maggiore fretta, minore atto._ Got it out of a book—means the more haste, the less speed.” “Geewhillikins,” I says, “but what does the rest of it mean?” “We ain’t got no time to bother over that,” he says; “we got to dig in like all git-out.” “Well, anyway,” I says, “what’s _some_ of it? What’s a fess?” “A fess—a fess is—_you_ don’t need to know what a",Mark Twain,0
"The matter had been broached, of course, with all the delicacy one might expect from a well-meaning, yet entirely misguided, acquaintance. Mr. Wickham, ever charming, had allowed a certain warmth to colour his discourse regarding Miss Elizabeth, a warmth which, to a less discerning eye, might have suggested a regard beyond mere civility. Elizabeth, however, always laughed at the notion, dismissing it as the product of his practiced affability and her own perhaps overly-active imagination. 

Indeed, the very idea was preposterous. Mr. Wickham possessed a taste for consequence, and Elizabeth, though not wanting in fortune, offered little in the way of connection or influence. 

Mrs. Collins, privy to the gentleman’s compliments, had attempted a subtle encouragement, hinting at Elizabeth’s accomplishments and amiable disposition. But Elizabeth’s amusement, so readily displayed, and a certain firmness in her refusal to entertain the possibility, quickly dissuaded her. It did not, Mrs. Collins felt, fall within her purview to *press* the subject, particularly when faced with such cheerful, and frankly, rather pointed, derision. A prudent woman knew when a delicate matter was best left undisturbed.",Jane Austen,1
"totally different. Will you hear it?” “Most willingly.” “You shall have it in a few words. Miss Bingley sees that her brother is in love with you and wants him to marry Miss Darcy. She follows him to town in the hope of keeping him there, and tries to persuade you that he does not care about you.” Jane shook her head. “Indeed, Jane, you ought to believe me. No one who has ever seen you together can doubt his affection; Miss Bingley, I am sure, cannot: she is not such a simpleton. Could she have seen half as much love in Mr. Darcy for herself, she would have ordered her wedding clothes. But the case is this:--we are not rich enough or grand enough for them; and she is the more anxious to get Miss Darcy for her brother, from the notion that when there has been _one_ inter-marriage, she may have less trouble in achieving a second; in which there is certainly some ingenuity, and I dare say it would succeed if Miss de Bourgh were out of the way. But, my dearest Jane, you cannot seriously imagine that, because Miss Bingley tells you her brother greatly admires",Jane Austen,0
"The chill wasn’t merely atmospheric, but a creeping, ontological frost that settled not upon the skin, but *within* the very architecture of the mind. Danforth, a man once rigorously devoted to the quantifiable, now spoke in fractured whispers, his eyes perpetually fixed on some unseen geometry beyond the plaster of my study walls. It was, he later told me, precisely what he had caught in infinitely muffled form when at that spot beyond the alley corner above the glacial le – a resonance, not of sound, but of *wrongness*.

He’d been charting the peculiar subsidence of old man Hemlock’s cellar, a task ostensibly geological, but driven, I suspect, by a morbid curiosity he dared not confess. The le, a stagnant pool fed by unseen springs, pulsed with a sickly luminescence even under the greyest skies. It was there, amidst the crumbling brick and the fetid air, that the sensation began. 

Not a hearing, but a *feeling* of being heard. A vast, cold intelligence, pressing against the fragile membrane of reality, attempting to articulate itself in dimensions beyond human comprehension. He described it as a colour, a texture, a weight… all simultaneously, and utterly *impossible*. A pre-Euclidean horror, hinting at geometries that would unravel the sanity of any who truly perceived them. And the worst, he insisted, was the implication of *waiting*.",H.P. Lovecraft,1
"Now, old Man Hemlock, he had a notion. A powerful, peculiar notion. He figured Jim, the colored fella who worked his south forty, had struck it rich – gold, you see – and buried it. So Hemlock, he commenced to dig. Not *with* Jim, mind you, but *for* Jim, and all under the cover of darkness. He’d sneak out with a pickaxe, lookin’ like a badger pilferin’ chickens, and chip away at the ground near Jim’s cabin. 

I watched him one night, hid behind the smokehouse. He was gruntin’ and sweatin’, makin’ a right mess of things. I asked him, casual-like, what he was up to. He just glared and said, “Mind your business, boy.”

But I *did* mind. See, I knew Jim hadn’t no gold. He barely had two nickels to rub together. Hemlock was diggin’ up nothin’ but dirt and foolishness. I tried to tell him, but he wouldn’t listen. Said it was a “secret operation.” 

I could’ve joined him, helped him dig, pretended to believe in the gold. But I knew better. A man’s got to have some sense, even if old Hemlock hadn’t a lick of it. So I just let him sweat, and the dirt fly, and the whole thing be a spectacle of pure, unadulterated silliness.",Mark Twain,1
"silence, it did not seem very likely, even to Charlotte’s wishes, to be the case; and, after various conjectures, they could at last only suppose his visit to proceed from the difficulty of finding anything to do, which was the more probable from the time of year. All field sports were over. Within doors there was Lady Catherine, books, and a billiard table, but gentlemen cannot be always within doors; and in the nearness of the Parsonage, or the pleasantness of the walk to it, or of the people who lived in it, the two cousins found a temptation from this period of walking thither almost every day. They called at various times of the morning, sometimes separately, sometimes together, and now and then accompanied by their aunt. It was plain to them all that Colonel Fitzwilliam came because he had pleasure in their society, a persuasion which of course recommended him still more; and Elizabeth was reminded by her own satisfaction in being with him, as well as by his evident admiration, of her former favourite, George Wickham; and though, in comparing them, she saw there was less captivating softness in Colonel Fitzwilliam’s manners, she believed he might have",Jane Austen,0
"island that I’d found when I was exploring; so we started and soon got to it, because the island was only three miles long and a quarter of a mile wide. This place was a tolerable long, steep hill or ridge about forty foot high. We had a rough time getting to the top, the sides was so steep and the bushes so thick. We tramped and clumb around all over it, and by-and-by found a good big cavern in the rock, most up to the top on the side towards Illinois. The cavern was as big as two or three rooms bunched together, and Jim could stand up straight in it. It was cool in there. Jim was for putting our traps in there right away, but I said we didn’t want to be climbing up and down there all the time. Jim said if we had the canoe hid in a good place, and had all the traps in the cavern, we could rush there if anybody was to come to the island, and they would never find us without dogs. And, besides, he said them little birds had said it was going to rain, and did I",Mark Twain,0
"your head!” she says, and I see her nostrils spread and her eyes snap when she said it, too. “If I get away I sha’n’t be here,” I says, “to prove these rapscallions ain’t your uncles, and I couldn’t do it if I _was_ here. I could swear they was beats and bummers, that’s all, though that’s worth something. Well, there’s others can do that better than what I can, and they’re people that ain’t going to be doubted as quick as I’d be. I’ll tell you how to find them. Gimme a pencil and a piece of paper. There—‘_Royal Nonesuch, Bricksville_.’ Put it away, and don’t lose it. When the court wants to find out something about these two, let them send up to Bricksville and say they’ve got the men that played the Royal Nonesuch, and ask for some witnesses—why, you’ll have that entire town down here before you can hardly wink, Miss Mary. And they’ll come a-biling, too.” I judged we had got everything fixed about right now. So I says: “Just let the auction go right along, and don’t worry. Nobody don’t have to pay for the things they buy till a whole day after the",Mark Twain,0
"not mind anything at all.” “Let us be thankful that you are preserved from a state of such insensibility.” “I never can be thankful, Mr. Bennet, for anything about the entail. How anyone could have the conscience to entail away an estate from one’s own daughters I cannot understand; and all for the sake of Mr. Collins, too! Why should _he_ have it more than anybody else?” “I leave it to yourself to determine,” said Mr. Bennet. [Illustration] CHAPTER XXIV. [Illustration] Miss Bingley’s letter arrived, and put an end to doubt. The very first sentence conveyed the assurance of their being all settled in London for the winter, and concluded with her brother’s regret at not having had time to pay his respects to his friends in Hertfordshire before he left the country. Hope was over, entirely over; and when Jane could attend to the rest of the letter, she found little, except the professed affection of the writer, that could give her any comfort. Miss Darcy’s praise occupied the chief of it. Her many attractions were again dwelt on; and Caroline boasted joyfully of their increasing intimacy, and ventured to predict the accomplishment of the wishes which had been",Jane Austen,0
"I am, undeniably, the youngest, and, it must be confessed, the tallest of my sisters. A circumstance which, whilst affording a certain advantage in discerning the approach of eligible gentlemen across a crowded room, did little to elevate my standing in their esteem. Mr. Harrison, newly arrived from Hertfordshire, had, during the pianoforte performance, bestowed a most particular attention upon my person – not, I suspect, to my musical abilities, which are merely passable – but to my height. 

The rest of the evening was spent in conjecturing how soon he would return Mr. Bennet’s visit, and determining the precise degree of encouragement I had, or had *not*, offered. My mother, naturally, believed it a settled matter, envisioning a match predicated upon his admiration for a “fine, commanding figure.” Charlotte Lucas, ever the voice of reason, suggested it might simply be a matter of practical observation, a gentleman wishing to gauge the height of the room before committing to a dance. 

Such differing opinions! It is a vexation to be the subject of such speculation, particularly when one’s own sentiments remain, as yet, entirely unformed.",Jane Austen,1
"called himself Richard III.; and the way they laid on and pranced around the raft was grand to see. But by-and-by the king tripped and fell overboard, and after that they took a rest, and had a talk about all kinds of adventures they’d had in other times along the river. After dinner the duke says: “Well, Capet, we’ll want to make this a first-class show, you know, so I guess we’ll add a little more to it. We want a little something to answer encores with, anyway.” “What’s onkores, Bilgewater?” The duke told him, and then says: “I’ll answer by doing the Highland fling or the sailor’s hornpipe; and you—well, let me see—oh, I’ve got it—you can do Hamlet’s soliloquy.” “Hamlet’s which?” “Hamlet’s soliloquy, you know; the most celebrated thing in Shakespeare. Ah, it’s sublime, sublime! Always fetches the house. I haven’t got it in the book—I’ve only got one volume—but I reckon I can piece it out from memory. I’ll just walk up and down a minute, and see if I can call it back from recollection’s vaults.” So he went to marching up and down, thinking, and frowning horrible every now and then; then he would hoist",Mark Twain,0
"Mr. Featherstonehaugh, though possessing a fortune quite adequate to his station, was a gentleman of peculiar, and one might venture to say, *uncommon* sensibilities. He did not in the least regard his losses at whist, dismissing a particularly grievous hand with a shrug and a remark concerning the capricious nature of cards. Far more occupied was he with the arrangements for the evening’s repast. 

Indeed, he enumerated the dishes at supper with a precision bordering on the pedantic – “First, a delicate consommé, followed by the roasted pheasant, then the salmon in hollandaise, a haunch of venison, and finally, a most agreeable syllabub!” – as if cataloguing treasures. Throughout the meal, a persistent anxiety plagued him. He repeatedly feared that he crowded his cousins, Miss Penelope and Miss Beatrice, offering his seat, adjusting their shawls, and inquiring, with a fretful air, if they had sufficient elbow room. 

One might have thought such solicitousness charming, were it not so… *constant*. It was, in truth, a most distracting habit, and one which suggested a mind far more attuned to the minutiae of social comfort than to the more substantial pursuits of a gentleman. He had, undeniably, more to occupy him than most.",Jane Austen,1
"Miss Eleanor Ainsworth, though possessed of a comfortable fortune, found herself besieged by a most unwelcome proposition. Mr. Cecil Harwood, a gentleman of tolerable appearance but lamentable prospects, had lately declared his intentions with a candour bordering on the impertinent. His previous attempts at establishing himself had, it was universally acknowledged, been exceedingly bad. He had found the law a most unprofitable study, and was now absolutely resolved on being ordained, *if* she would present him to a living.

The audacity! To suggest a vocation solely upon the strength of her connections, and to imply a dependence so…unbecoming. Her mother, naturally, viewed the matter with a different eye, extolling the respectability of the cloth and the convenience of a settled clergyman nearby. Eleanor, however, possessed a spirit too independent to be bartered for parish duties. 

“He speaks of piety, Mama,” she observed, whilst arranging a posy of sweet peas, “but I detect a distinct lack of principle. A man who shifts his purpose with such ease is hardly fit to guide others.” The prospect of a life spent facilitating Mr. Harwood’s ambition filled her with a most disagreeable apprehension.",Jane Austen,1
"time before making any further motion. And yet, when we did venture inside that black arch, our first impression was one of anticlimax. For amidst the littered expanse of that sculptured crypt--a perfect cube with sides of about twenty feet--there remained no recent object of instantly discernible size; so that we looked instinctively, though in vain, for a farther doorway. In another moment, however, Danforth's sharp vision had discovered a place where the floor débris had been disturbed. We turned on both torches full strength. Though what we saw in that light was actually simple and trifling, I am none the less reluctant to tell of it because of what it implied. It was a rough leveling of the débris, upon which several small objects lay carelessly scattered, and at one corner of which a considerable amount of gasoline must have been spilled lately enough to leave a strong odor even at this extreme superplateau altitude. In other words, it could not be other than a sort of camp--a camp made by questing beings who, like us, had been turned back by the unexpectedly choked way to the abyss. Let me be plain. The scattered objects were, so far as",H.P. Lovecraft,0
"We’ve raked in all this truck and eight dollars besides. I wish we could have some bad luck like this every day, Jim.” “Never you mind, honey, never you mind. Don’t you git too peart. It’s a-comin’. Mind I tell you, it’s a-comin’.” It did come, too. It was a Tuesday that we had that talk. Well, after dinner Friday we was laying around in the grass at the upper end of the ridge, and got out of tobacco. I went to the cavern to get some, and found a rattlesnake in there. I killed him, and curled him up on the foot of Jim’s blanket, ever so natural, thinking there’d be some fun when Jim found him there. Well, by night I forgot all about the snake, and when Jim flung himself down on the blanket while I struck a light the snake’s mate was there, and bit him. He jumped up yelling, and the first thing the light showed was the varmint curled up and ready for another spring. I laid him out in a second with a stick, and Jim grabbed pap’s whisky-jug and begun to pour it down. He was barefooted, and the snake bit him",Mark Twain,0
"over his duties he did not protest. I tried to keep all my skill and self-possession about me, and stared at the sector of reddish farther sky betwixt the walls of the pass. But Danforth, released from his piloting and keyed up to a dangerous nervous pitch, could not keep quiet. I felt him turning and wriggling about as he looked back at the terrible receding city, ahead at the cave-riddled, cube-barnacled peaks, sidewise at the bleak sea of snowy, rampart-strown foothills, and upward at the seething, grotesquely clouded sky. It was then, just as I was trying to steer safely through the pass, that his mad shrieking brought us so close to disaster, by shattering my tight hold on myself and causing me to fumble helplessly with the controls for a moment. A second afterward my resolution triumphed and we made the crossing safely----Yet I am afraid that Danforth will never be the same again. I have said that Danforth refused to tell me what final horror made him scream out so insanely--a horror which, I feel sadly sure, is mainly responsible for his present breakdown. We had snatches of shouted conversation above the wind's piping and the engine's",H.P. Lovecraft,0
"man. Thinks I, it won’t do to paddle; first I know I’ll run into the bank or a tow-head or something; I got to set still and float, and yet it’s mighty fidgety business to have to hold your hands still at such a time. I whooped and listened. Away down there somewheres I hears a small whoop, and up comes my spirits. I went tearing after it, listening sharp to hear it again. The next time it come, I see I warn’t heading for it, but heading away to the right of it. And the next time I was heading away to the left of it—and not gaining on it much either, for I was flying around, this way and that and t’other, but it was going straight ahead all the time. I did wish the fool would think to beat a tin pan, and beat it all the time, but he never did, and it was the still places between the whoops that was making the trouble for me. Well, I fought along, and directly I hears the whoop _behind_ me. I was tangled good now. That was somebody else’s whoop, or else I was turned around. I",Mark Twain,0
"see—him and another man. He was gone up the river; but he got back to-day, and I told him as soon as he got here two hours ago.” I had got so uneasy I couldn’t set still. I had to do something with my hands; so I took up a needle off of the table and went to threading it. My hands shook, and I was making a bad job of it. When the woman stopped talking I looked up, and she was looking at me pretty curious and smiling a little. I put down the needle and thread, and let on to be interested—and I was, too—and says: “Three hundred dollars is a power of money. I wish my mother could get it. Is your husband going over there to-night?” “Oh, yes. He went up-town with the man I was telling you of, to get a boat and see if they could borrow another gun. They’ll go over after midnight.” “Couldn’t they see better if they was to wait till daytime?” “Yes. And couldn’t the nigger see better, too? After midnight he’ll likely be asleep, and they can slip around through the woods and hunt up his camp fire",Mark Twain,0
"_them_ he is remarkably agreeable.” “I do not believe a word of it, my dear. If he had been so very agreeable, he would have talked to Mrs. Long. But I can guess how it was; everybody says that he is eat up with pride, and I dare say he had heard somehow that Mrs. Long does not keep a carriage, and had to come to the ball in a hack chaise.” “I do not mind his not talking to Mrs. Long,” said Miss Lucas, “but I wish he had danced with Eliza.” “Another time, Lizzy,” said her mother, “I would not dance with _him_, if I were you.” “I believe, ma’am, I may safely promise you _never_ to dance with him.” “His pride,” said Miss Lucas, “does not offend _me_ so much as pride often does, because there is an excuse for it. One cannot wonder that so very fine a young man, with family, fortune, everything in his favour, should think highly of himself. If I may so express it, he has a _right_ to be proud.” “That is very true,” replied Elizabeth, “and I could easily forgive _his_ pride, if he had not mortified _mine_.” “Pride,” observed",Jane Austen,0
"and whose astonishment at being so addressed was very evident. Her cousin prefaced his speech with a solemn bow, and though she could not hear a word of it, she felt as if hearing it all, and saw in the motion of his lips the words “apology,” “Hunsford,” and “Lady Catherine de Bourgh.” It vexed her to see him expose himself to such a man. Mr. Darcy was eyeing him with unrestrained wonder; and when at last Mr. Collins allowed him to speak, replied with an air of distant civility. Mr. Collins, however, was not discouraged from speaking again, and Mr. Darcy’s contempt seemed abundantly increasing with the length of his second speech; and at the end of it he only made him a slight bow, and moved another way: Mr. Collins then returned to Elizabeth. “I have no reason, I assure you,” said he, “to be dissatisfied with my reception. Mr. Darcy seemed much pleased with the attention. He answered me with the utmost civility, and even paid me the compliment of saying, that he was so well convinced of Lady Catherine’s discernment as to be certain she could never bestow a favour unworthily. It was really a very",Jane Austen,0
"Miss Eleanor Ainsworth possessed a vivacity which, though not precisely *brilliant*, was undeniably agreeable. It was this, perhaps, more than any shared accomplishment, that had recommended her to Miss Lydia Fortescue upon their first meeting at the Assembly. Good-humour and good spirits, it seemed, were sufficient foundation for a connection, and a most fortunate one it proved. Of their three months’ acquaintance, two had been spent in a degree of intimacy quite remarkable for so short a period.

Lydia, though prone to flights of fancy and a certain eagerness for amusement, found in Eleanor a companion who neither indulged nor entirely suppressed them. Eleanor, in turn, appreciated Lydia’s open heart, a quality so often obscured by the careful proprieties of society. 

They confided in each other with a freedom that bordered, some might observe, on imprudence. Secrets of minor consequence – a stolen glance, a disappointing dance partner, a particularly egregious bonnet – were freely exchanged. It was a friendship built not on profound understanding, but on a mutual delight in the small, everyday occurrences of life, and a shared inclination to view them with a cheerful disposition. A most comfortable arrangement, indeed.",Jane Austen,1
"can come in.” Then they all stuck a pin in their fingers to get blood to sign with, and I made my mark on the paper. “Now,” says Ben Rogers, “what’s the line of business of this Gang?” “Nothing only robbery and murder,” Tom said. “But who are we going to rob?—houses, or cattle, or—” “Stuff! stealing cattle and such things ain’t robbery; it’s burglary,” says Tom Sawyer. “We ain’t burglars. That ain’t no sort of style. We are highwaymen. We stop stages and carriages on the road, with masks on, and kill the people and take their watches and money.” “Must we always kill the people?” “Oh, certainly. It’s best. Some authorities think different, but mostly it’s considered best to kill them—except some that you bring to the cave here, and keep them till they’re ransomed.” “Ransomed? What’s that?” “I don’t know. But that’s what they do. I’ve seen it in books; and so of course that’s what we’ve got to do.” “But how can we do it if we don’t know what it is?” “Why, blame it all, we’ve _got_ to do it. Don’t I tell you it’s in the books? Do you want to go to doing",Mark Twain,0
"I awluz ’spected dat rattlesnake-skin warn’t done wid its work.” “I wish I’d never seen that snake-skin, Jim—I do wish I’d never laid eyes on it.” “It ain’t yo’ fault, Huck; you didn’ know. Don’t you blame yo’self ’bout it.” When it was daylight, here was the clear Ohio water inshore, sure enough, and outside was the old regular Muddy! So it was all up with Cairo. We talked it all over. It wouldn’t do to take to the shore; we couldn’t take the raft up the stream, of course. There warn’t no way but to wait for dark, and start back in the canoe and take the chances. So we slept all day amongst the cottonwood thicket, so as to be fresh for the work, and when we went back to the raft about dark the canoe was gone! We didn’t say a word for a good while. There warn’t anything to say. We both knowed well enough it was some more work of the rattlesnake-skin; so what was the use to talk about it? It would only look like we was finding fault, and that would be bound to fetch more bad luck—and keep on fetching it, too,",Mark Twain,0
"It is a vexation beyond expression, truly, that Mr. Harrington should be absent so long. My nerves, already delicate, suffer from the uncertainty. One *wants* his presence, naturally, for the arrangements concerning the estate are quite beyond my comprehension without his guidance. Though I shall always say that he used my daughter, Eliza, extremely ill; and, if I was her, I would not have put up with it – the slighting remarks regarding her pianoforte playing, the preference shown to Miss Ainsworth! – still, duty demands we maintain civility.

Mrs. Penrose assures me he is occupied with parish matters, but I suspect a more agreeable occupation. Perhaps a visit to Lady Bracknell? The thought is not pleasing. Eliza, bless her heart, attempts to appear indifferent, burying herself in embroidery, but I observe the tremor in her hand. 

Well, my comfort lies in knowing I did all within my power to dissuade her from such a connection. A man of fortune is desirable, certainly, but not at the expense of a daughter’s happiness. And yet… and yet, a settled family is so very much to be preferred to the uncertainties of spinsterhood. One hopes he returns soon, if only to conclude this tiresome business.",Jane Austen,1
"so far encountered. His camp lay a little more than five miles from where the higher foothills rose abruptly. I could almost trace a note of subconscious alarm in his words--flashed across a glacial void of seven hundred miles--as he urged that we all hasten with the matter and get the strange, new region disposed of as soon as possible. He was about to rest now, after a continuous day's work of almost unparalleled speed, strenuousness, and results. * * * * * In the morning I had a three-cornered wireless talk with Lake and Captain Douglas at their widely separated bases. It was agreed that one of Lake's planes would come to my base for Pabodie, the five men, and myself, as well as for all the fuel it could carry. The rest of the fuel question, depending on our decision about an easterly trip, could wait for a few days, since Lake had enough for immediate camp heat and borings. Eventually the old southern base ought to be restocked, but if we postponed the easterly trip we would not use it till the next summer, and, meanwhile, Lake must send a plane to explore a direct route between",H.P. Lovecraft,0
